,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
987725,987725,2020-02-07 02:37:52,372509258176510,"fraud_Reichert, Shanahan and Hayes",shopping_net,846.35,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,ac905ff5bcecbcfae2890661f554d154,1360204672,42.878095,-84.195265,1
987729,987729,2020-02-07 02:43:58,3598304579370089,fraud_Lockman Ltd,grocery_pos,309.99,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,8f7a28d1601d34ccd082686c7e1e81a0,1360205038,37.923191,-97.730199,1
987732,987732,2020-02-07 02:45:28,3598304579370089,fraud_Block-Parisian,misc_net,785.08,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,982e2164bd16b2870d1ea1d288258060,1360205128,37.473659000000005,-97.859658,1
987747,987747,2020-02-07 03:02:31,372509258176510,"fraud_Parisian, Schiller and Altenwerth",misc_net,806.03,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,54da896e17b0168c2b0f1d88926b8447,1360206151,43.503539,-82.950339,1
988878,988878,2020-02-07 22:26:07,3598304579370089,fraud_Pouros-Haag,shopping_pos,899.05,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,6b0fdb43be2c659c93adad0934a35c95,1360275967,36.674541,-97.274294,1
988918,988918,2020-02-07 22:56:56,3598304579370089,fraud_Ratke and Sons,health_fitness,22.9,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,fb54688ba3702dd85b10ed6e212e5371,1360277816,37.809137,-96.388711,1
988977,988977,2020-02-07 23:36:48,372509258176510,"fraud_Conroy, Balistreri and Gorczany",health_fitness,20.94,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,1de264770d6ea91a576107acdc3e3dc5,1360280208,42.833007,-83.014363,1
989001,989001,2020-02-08 00:01:12,3598304579370089,fraud_McDermott-Weimann,grocery_pos,252.79,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,4f5d73c01ef378c21f02a2c3800cc28f,1360281672,36.908807,-97.661658,1
989006,989006,2020-02-08 00:06:19,372509258176510,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,727.2,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,5d14fa9a67eb9476730879ba7ed42ce3,1360281979,43.345891,-83.238095,1
989016,989016,2020-02-08 00:15:45,2713913904780408,fraud_Kilback LLC,grocery_pos,298.98,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,ae324bdc0d5644605b0fe318c0c98c74,1360282545,32.783531,-91.465294,1
989072,989072,2020-02-08 01:04:02,372509258176510,"fraud_Kerluke, Considine and Macejkovic",misc_net,842.63,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,95a99fed1698a7e366b90c827d905d85,1360285442,43.146445,-82.737601,1
989111,989111,2020-02-08 01:46:16,4099707841315751,fraud_Kiehn Inc,grocery_pos,282.31,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,2f39c0ce77c3be2be7f4a201c5254adc,1360287976,37.434782,-78.228062,1
989174,989174,2020-02-08 02:37:57,4099707841315751,fraud_Lockman Ltd,grocery_pos,288.67,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,6a77db0de466c08ef25a152b10c21a25,1360291077,37.557442,-78.026147,1
989382,989382,2020-02-08 05:55:26,372509258176510,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,921.14,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,e47855aba4453605ce5e0f3d04d7d609,1360302926,43.69031,-84.183004,1
990783,990783,2020-02-08 22:15:53,4099707841315751,fraud_Kris-Padberg,shopping_pos,915.56,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,e2567f255a4ed1df96a7fe4691fefe39,1360361753,39.073889,-77.866327,1
990794,990794,2020-02-08 22:22:21,2713913904780408,"fraud_Douglas, Schneider and Turner",shopping_pos,973.1,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,6e9cd91b34eecd3e46a747185825a7fe,1360362141,33.076163,-90.728348,1
990802,990802,2020-02-08 22:27:44,372509258176510,fraud_Kutch-Ferry,home,217.24,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,72770dda969420be9cb7b7318aa87997,1360362464,43.269281,-83.45265500000001,1
990853,990853,2020-02-08 22:49:20,4099707841315751,fraud_Cormier LLC,shopping_net,1001.38,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,b9523ded4e39219931f55abc6a6e37dc,1360363760,37.453685,-78.464782,1
990901,990901,2020-02-08 23:19:51,3598304579370089,"fraud_Reichert, Rowe and Mraz",shopping_net,995.86,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,39f867b5f58a8544727f40824a762061,1360365591,37.172439,-97.279547,1
990947,990947,2020-02-08 23:50:39,3598304579370089,"fraud_Rodriguez, Yost and Jenkins",misc_net,839.31,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,a9ef7e82611a27ba2dded70df0dc281b,1360367439,37.547762,-97.746549,1
990962,990962,2020-02-08 23:58:49,2713913904780408,fraud_Kris-Padberg,shopping_pos,962.61,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,9e3dfbbcd1ab121fa1b2994a5f8e77b8,1360367929,31.760038,-91.281592,1
990979,990979,2020-02-09 00:12:02,4099707841315751,fraud_Bailey-Morar,grocery_pos,282.31,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,25890fc6fbef96228c8b0950a7e377c6,1360368722,38.977396,-78.461702,1
991001,991001,2020-02-09 00:29:09,4099707841315751,fraud_Vandervort-Funk,grocery_pos,281.57,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,9796c0ce8054a56ca75a961ea2487865,1360369749,37.994721000000006,-78.464545,1
991039,991039,2020-02-09 00:59:39,2713913904780408,fraud_Friesen-D'Amore,gas_transport,9.89,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,08714a3874a507a61be720b1c8dde3b8,1360371579,31.827897,-92.129215,1
991144,991144,2020-02-09 02:13:14,4099707841315751,"fraud_Goldner, Kovacek and Abbott",grocery_pos,299.61,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,0c10576f465c8f6c7adbe2ec227cf494,1360375994,37.361633000000005,-77.56128000000001,1
991203,991203,2020-02-09 03:02:33,2713913904780408,fraud_Conroy-Cruickshank,gas_transport,6.26,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,a87ef7ff37de6e7952668e6a23ba97a2,1360378953,32.623445000000004,-91.80012,1
991259,991259,2020-02-09 03:46:51,4099707841315751,fraud_Cartwright-Harris,grocery_pos,274.28,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,c6fb1fcca539d7e0db9fd90e166dfb4d,1360381611,38.234756,-78.16797,1
991266,991266,2020-02-09 03:48:34,4099707841315751,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,337.11,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,94470f85f8b228c5bd49c3f700701893,1360381714,37.47959,-78.039548,1
992755,992755,2020-02-09 19:18:51,2713913904780408,fraud_Thiel PLC,misc_pos,7.7,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,9c5036c4282f44678b6cff837a96d764,1360437531,31.796745,-90.588524,1
992864,992864,2020-02-09 20:13:40,4099707841315751,fraud_Little-Gleichner,travel,10.93,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,1d03080004f1db00ffad5fef18d2b0a7,1360440820,39.008794,-77.771762,1
993102,993102,2020-02-09 22:19:31,4099707841315751,"fraud_Quitzon, Green and Bashirian",shopping_pos,875.77,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,ffa5b10e98ee511d8c3de43fc45deea7,1360448371,38.943783,-77.78163599999999,1
993178,993178,2020-02-09 22:52:12,2713913904780408,"fraud_Monahan, Hermann and Johns",travel,9.75,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,4d22743f019bb7ce05b488b86b998c02,1360450332,33.182958,-91.851631,1
993232,993232,2020-02-09 23:20:00,2713913904780408,fraud_Metz-Boehm,shopping_pos,974.6,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,8979bfb51d531d56c1d64bcd775b066b,1360452000,32.014805,-91.448176,1
993314,993314,2020-02-09 23:59:30,4099707841315751,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,881.47,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,183e512d72240d99d960404a90700c7c,1360454370,38.202134,-78.789388,1
993897,993897,2020-02-10 07:46:25,30376238035123,"fraud_Schaefer, Maggio and Daugherty",gas_transport,21.74,Cynthia,Davis,F,7177 Steven Forges,Sixes,OR,97476,42.825,-124.4409,217,Retail merchandiser,1928-10-01,d9fb2b47e4ba64c3d6d143c522bd3889,1360482385,43.480551,-123.445136,1
993910,993910,2020-02-10 07:56:02,30376238035123,fraud_Barton Inc,grocery_pos,304.91,Cynthia,Davis,F,7177 Steven Forges,Sixes,OR,97476,42.825,-124.4409,217,Retail merchandiser,1928-10-01,51b8cef3402e5644d1998efcdc0314ed,1360482962,43.217792,-123.73671000000002,1
995438,995438,2020-02-10 22:13:42,30376238035123,fraud_Bailey-Morar,grocery_pos,301.08,Cynthia,Davis,F,7177 Steven Forges,Sixes,OR,97476,42.825,-124.4409,217,Retail merchandiser,1928-10-01,9fb8574b903234df64df96ae1c31f6b2,1360534422,42.28312,-124.636097,1
995441,995441,2020-02-10 22:14:04,30376238035123,fraud_Mayert Group,shopping_pos,733.98,Cynthia,Davis,F,7177 Steven Forges,Sixes,OR,97476,42.825,-124.4409,217,Retail merchandiser,1928-10-01,0738b81cd5002979283d68dc58c33507,1360534444,43.049603000000005,-124.743203,1
995464,995464,2020-02-10 22:28:36,30376238035123,fraud_Kerluke-Abshire,shopping_net,1100.0,Cynthia,Davis,F,7177 Steven Forges,Sixes,OR,97476,42.825,-124.4409,217,Retail merchandiser,1928-10-01,02b2c53eb16dbcf3cd7b0c179c7b4ce7,1360535316,43.070434000000006,-124.903811,1
995555,995555,2020-02-10 23:17:42,30376238035123,fraud_Welch Inc,misc_net,709.61,Cynthia,Davis,F,7177 Steven Forges,Sixes,OR,97476,42.825,-124.4409,217,Retail merchandiser,1928-10-01,07a94ed6a98578556708676836f30bc8,1360538262,42.421976,-125.223482,1
995565,995565,2020-02-10 23:21:48,30376238035123,fraud_Morissette LLC,entertainment,645.21,Cynthia,Davis,F,7177 Steven Forges,Sixes,OR,97476,42.825,-124.4409,217,Retail merchandiser,1928-10-01,a8056986686ca31f9a2344ad9e33d741,1360538508,43.70353,-124.99753,1
995649,995649,2020-02-10 23:58:42,30376238035123,fraud_Welch Inc,misc_net,764.72,Cynthia,Davis,F,7177 Steven Forges,Sixes,OR,97476,42.825,-124.4409,217,Retail merchandiser,1928-10-01,f90c8b4e479779c545847092863b4b6f,1360540722,42.091866,-123.995989,1
995705,995705,2020-02-11 01:24:02,4997733566924489,fraud_Zemlak Group,misc_net,739.44,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,1174c16a2252642d17ca7a8d6dc143ff,1360545842,44.826051,-92.038774,1
995710,995710,2020-02-11 01:32:00,4997733566924489,fraud_Vandervort-Funk,grocery_pos,349.58,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,5c7f739bbf198282ed452f19be2ccb94,1360546320,45.887126,-92.827154,1
995711,995711,2020-02-11 01:32:16,4997733566924489,fraud_Bashirian Group,shopping_net,718.89,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,baac95ef593b766ef9945849bf09c143,1360546336,45.32212,-92.081828,1
995735,995735,2020-02-11 02:04:43,4997733566924489,"fraud_Rodriguez, Yost and Jenkins",misc_net,895.96,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,128f78135901aa0e6ab3f992e240c815,1360548283,44.677253,-93.583132,1
995756,995756,2020-02-11 02:34:33,4997733566924489,fraud_Schamberger-O'Keefe,grocery_pos,355.09,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,bde505e0c5d977e28ef3f4d6754ba4c0,1360550073,44.644148,-92.959631,1
996700,996700,2020-02-11 22:08:48,30376238035123,fraud_Abshire PLC,entertainment,584.94,Cynthia,Davis,F,7177 Steven Forges,Sixes,OR,97476,42.825,-124.4409,217,Retail merchandiser,1928-10-01,4391db3baac2236df4307cc8381bcd9f,1360620528,42.261503000000005,-124.046173,1
996701,996701,2020-02-11 22:09:45,4997733566924489,fraud_Skiles LLC,home,248.97,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,05faf3dc8755fb853a0d7f5a91dee43c,1360620585,45.192725,-92.008285,1
996746,996746,2020-02-11 22:53:08,30376238035123,"fraud_Towne, Greenholt and Koepp",shopping_net,936.08,Cynthia,Davis,F,7177 Steven Forges,Sixes,OR,97476,42.825,-124.4409,217,Retail merchandiser,1928-10-01,76a83676b0cc535f9b6956c8b0d7f242,1360623188,42.372413,-125.150222,1
996771,996771,2020-02-11 23:19:22,30376238035123,fraud_Breitenberg LLC,travel,3.1,Cynthia,Davis,F,7177 Steven Forges,Sixes,OR,97476,42.825,-124.4409,217,Retail merchandiser,1928-10-01,e48fbd902fb4b68ac888eb5b3b093b4b,1360624762,43.578839,-124.591278,1
996811,996811,2020-02-12 00:12:21,4997733566924489,fraud_Dare-Marvin,entertainment,457.21,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,360c23983a5a08662d326ca3460977e5,1360627941,45.020702,-93.095673,1
996861,996861,2020-02-12 01:09:09,4997733566924489,fraud_Kozey-Boehm,shopping_net,942.21,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,d15a6dac3a1019be4b459a18bb2a7b76,1360631349,44.595189000000005,-92.609056,1
996884,996884,2020-02-12 01:34:23,4997733566924489,"fraud_Zboncak, Rowe and Murazik",shopping_net,1009.11,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,d13a4d93087546a945051ad2dedb4a5a,1360632863,45.452509,-92.498008,1
996910,996910,2020-02-12 02:04:06,4997733566924489,"fraud_Labadie, Treutel and Bode",shopping_net,982.68,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,7b0665bb116b2bc84375cd310da6490d,1360634646,44.656656,-92.287321,1
996966,996966,2020-02-12 03:37:27,4997733566924489,fraud_Bradtke PLC,grocery_pos,353.7,Stephanie,Taylor,F,598 Martin Pine Suite 365,Saint Paul,MN,55128,44.9913,-92.9487,753116,Fisheries officer,1971-08-06,58ff75d4efbb58f99985a50a4c34f4d7,1360640247,45.383227000000005,-93.504775,1
998238,998238,2020-02-13 03:43:44,4657269323674365,fraud_Murray-Smitham,grocery_pos,300.43,Alicia,Mitchell,F,125 Kristen Dale,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,1948-09-07,348c4ba75190be74ab4411d5bfe8eeef,1360727024,31.177095,-85.756006,1
999303,999303,2020-02-13 22:14:03,4657269323674365,fraud_Durgan-Auer,misc_net,833.85,Alicia,Mitchell,F,125 Kristen Dale,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,1948-09-07,e608d1b2fbcc094460aa706dd2eaa754,1360793643,31.269634000000003,-84.248193,1
999348,999348,2020-02-13 23:01:56,4657269323674365,"fraud_Moore, Dibbert and Koepp",misc_net,868.58,Alicia,Mitchell,F,125 Kristen Dale,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,1948-09-07,2e45af778dd43a425a22560ec5960421,1360796516,30.994423,-84.266736,1
999363,999363,2020-02-13 23:13:49,4657269323674365,fraud_Kris-Weimann,misc_net,857.84,Alicia,Mitchell,F,125 Kristen Dale,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,1948-09-07,ba2717e724957e3fc3295bad13663873,1360797229,31.526605,-85.539495,1
999437,999437,2020-02-14 00:33:19,4657269323674365,fraud_Auer-Mosciski,grocery_pos,320.56,Alicia,Mitchell,F,125 Kristen Dale,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,1948-09-07,c1810f1700b19dc9c2fa9c3967d454ad,1360801999,30.358141,-84.59109699999999,1
999467,999467,2020-02-14 01:23:35,213102873001603,"fraud_Mosciski, Gislason and Mertz",grocery_pos,343.12,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,2abba1f3ebe171bc05cca4d362838896,1360805015,43.967171,-123.490457,1
999469,999469,2020-02-14 01:23:57,213102873001603,"fraud_Osinski, Ledner and Leuschke",grocery_pos,319.09,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,c54430cd8eb04c52a05a2c3ae4afdbc5,1360805037,44.10415,-123.940076,1
999507,999507,2020-02-14 02:14:54,213102873001603,fraud_Lockman Ltd,grocery_pos,296.72,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,867bd6047f2cecfdd84c8bbd0daf97dd,1360808094,44.009958000000005,-125.136005,1
999553,999553,2020-02-14 03:41:35,213102873001603,fraud_Roob LLC,grocery_net,15.55,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,1b7474eb699617e870b0321af766dbed,1360813295,44.719554,-123.706112,1
999563,999563,2020-02-14 03:51:09,4657269323674365,fraud_Cole PLC,grocery_pos,313.89,Alicia,Mitchell,F,125 Kristen Dale,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,1948-09-07,fc0ba5c788c61197e73f6f8d5caf9dc5,1360813869,30.630093,-84.93848299999999,1
999962,999962,2020-02-14 12:03:50,213102873001603,"fraud_Streich, Rolfson and Wilderman",kids_pets,6.76,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,c93ad49792f9f024338849e626301da4,1360843430,44.378161,-123.480963,1
1000137,1000137,2020-02-14 14:48:30,213102873001603,fraud_Heathcote LLC,shopping_net,932.73,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,f9740aca8037142533db0e23dc703bb7,1360853310,44.140302,-124.7273,1
1000219,1000219,2020-02-14 15:53:22,4657269323674365,"fraud_Labadie, Treutel and Bode",shopping_net,1139.52,Alicia,Mitchell,F,125 Kristen Dale,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,1948-09-07,6806b1ebbe23f5338f9009eb572b9fca,1360857202,31.701859,-85.409115,1
1000354,1000354,2020-02-14 17:42:04,4657269323674365,fraud_Macejkovic-Lesch,shopping_pos,1013.9,Alicia,Mitchell,F,125 Kristen Dale,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,1948-09-07,e07b8427da8933da49425eeb13be51ef,1360863724,30.921403,-84.82593100000001,1
1000631,1000631,2020-02-14 21:55:07,4657269323674365,fraud_Schumm PLC,shopping_net,1036.15,Alicia,Mitchell,F,125 Kristen Dale,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,1948-09-07,5606dd3200aff2e14d0b2a7142da4412,1360878907,31.00813,-85.285901,1
1000648,1000648,2020-02-14 22:09:16,213102873001603,fraud_Friesen-Ortiz,personal_care,50.43,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,f32b6e87c1848b24427525f88cf42741,1360879756,43.00157,-123.952578,1
1000723,1000723,2020-02-14 23:02:32,4657269323674365,"fraud_Langworth, Boehm and Gulgowski",shopping_net,906.95,Alicia,Mitchell,F,125 Kristen Dale,Grand Ridge,FL,32442,30.7148,-85.021,3699,Art gallery manager,1948-09-07,4b20bfd0e154bd8310417ba5c8d90089,1360882952,29.814528000000003,-84.87535600000001,1
1000805,1000805,2020-02-15 00:08:26,30235438713303,"fraud_Stehr, Jewess and Schimmel",misc_net,891.19,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,1980-03-24,cc6cd45a8f20e3d6815f132590bb0893,1360886906,37.533864,-82.36270999999999,1
1000885,1000885,2020-02-15 01:11:49,30235438713303,"fraud_Schumm, Bauch and Ondricka",grocery_pos,267.75,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,1980-03-24,c40834346b22cab40b88999b6f7600db,1360890709,38.666478000000005,-82.45639200000001,1
1000937,1000937,2020-02-15 01:54:18,30235438713303,fraud_Stracke-Lemke,grocery_pos,283.6,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,1980-03-24,351543183b955128d8209b0d0e9f1cc3,1360893258,39.282523,-82.03423000000001,1
1000983,1000983,2020-02-15 02:30:12,30235438713303,fraud_Durgan-Auer,misc_net,750.98,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,1980-03-24,e21fba3f053af7ea0bd31dfed1ddf2e4,1360895412,37.557927,-81.170028,1
1000984,1000984,2020-02-15 02:32:39,213102873001603,fraud_Bartoletti-Wunsch,gas_transport,19.06,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,3aee71b58b68fbc5341fb7daad0e83a7,1360895559,43.652840000000005,-123.463528,1
1001312,1001312,2020-02-15 07:29:11,30235438713303,fraud_Heidenreich PLC,grocery_pos,305.45,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,1980-03-24,f0b0e0b74965ca10009deb96ed8a4144,1360913351,38.930356,-82.86288499999999,1
1002173,1002173,2020-02-15 17:20:10,213102873001603,fraud_Torphy-Goyette,shopping_pos,863.14,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,1c5577493c2d8ccefd1968ea0eb57971,1360948810,43.852811,-124.418325,1
1002306,1002306,2020-02-15 18:42:14,30235438713303,"fraud_Zboncak, Rowe and Murazik",shopping_net,866.93,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,1980-03-24,16136f07f00f251b9f0098379879fa6a,1360953734,39.199033,-82.263812,1
1002472,1002472,2020-02-15 20:13:34,375237305371366,fraud_Spencer PLC,entertainment,434.76,David,Erickson,M,616 Jimenez Meadow Apt. 701,East Rochester,NY,14445,43.1128,-77.4906,8019,Retail buyer,1928-06-26,720c8fecd229290c092d2e81f0899fd5,1360959214,43.090729,-78.0496,1
1002675,1002675,2020-02-15 22:16:29,375237305371366,"fraud_Quitzon, Green and Bashirian",shopping_pos,956.59,David,Erickson,M,616 Jimenez Meadow Apt. 701,East Rochester,NY,14445,43.1128,-77.4906,8019,Retail buyer,1928-06-26,9faf79dbd646e4e7a20a59e4a2763f32,1360966589,42.293011,-77.183583,1
1002680,1002680,2020-02-15 22:18:22,213102873001603,fraud_Zemlak Group,misc_net,821.67,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,e60faafb7d68079726a2826a7285da9c,1360966702,43.578973,-124.315516,1
1002708,1002708,2020-02-15 22:31:48,213102873001603,fraud_Kerluke-Abshire,shopping_net,906.86,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,9da1eea50f1d5ddff2872d010f8f24af,1360967508,43.910122,-124.381676,1
1002709,1002709,2020-02-15 22:32:21,213102873001603,"fraud_Douglas, Schneider and Turner",shopping_pos,972.15,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,5b4560caa0db9fd4deedb4ca64ec8a98,1360967541,43.141466,-123.515659,1
1002748,1002748,2020-02-15 22:51:30,213102873001603,fraud_Lebsack and Sons,misc_net,698.9,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,35683260e1c0ad4136250d1e97a19c40,1360968690,43.020814,-125.019031,1
